"Company
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin",Bean Latitude,Bean Longitude 
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,0.72,U.K.,2.75,Trinitario,Colombia,3.794,-73.606
Cacao Hunters,Macondo,1816,2016,0.71,Colombia,3.75,,Colombia,3.794,-73.606
Cacao Hunters,Perla Negra,1816,2016,0.74,Colombia,3.75,,Colombia,3.794,-73.606
Cacao Hunters,Arhuacos,1662,2015,0.72,Colombia,3.75,,Colombia,3.794,-73.606
Cacao Hunters,Sierra Nevada,1430,2014,0.64,Colombia,3.5,,Colombia,3.794,-73.606
Cacao Hunters,Tumaco,1430,2014,0.70,Colombia,3.5,,Colombia,3.794,-73.606
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,Colombia,2.75,,Colombia,3.794,-73.606
Cacao Hunters,Arauca,1434,2014,0.70,Colombia,3.25,,Colombia,3.794,-73.606
Carlotta Chocolat,Arauca,1884,2016,0.65,Colombia,3,Trinitario,Colombia,3.794,-73.606
Carlotta Chocolat,Tumaco,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,3.794,-73.606
Carlotta Chocolat,Cordoba,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,3.794,-73.606
Carlotta Chocolat,Huila,1888,2016,0.65,Colombia,3.5,Trinitario,Colombia,3.794,-73.606
Carlotta Chocolat,Cesar,1888,2016,0.65,Colombia,3.5,CCN51,Colombia,3.794,-73.606
Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,"Criollo, Trinitario",Colombia,3.794,-73.606
Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,"Criollo, Trinitario",Colombia,3.794,-73.606
Dandelion,Colombian,805,2012,0.70,U.S.A.,3.25,,Colombia,3.794,-73.606
Domori,Teyuna,272,2008,0.70,Italy,3,,Colombia,3.794,-73.606
Dormouse,"Colombia, Batch 9",1676,2015,0.80,U.K.,2.75,"Criollo, Trinitario",Colombia,3.794,-73.606
Eau de Rose,Tumaco,1812,2016,0.70,Canada,3.25,,Colombia,3.794,-73.606
Eau de Rose,Arauca,1812,2016,0.70,Canada,3.25,,Colombia,3.794,-73.606
Guittard,Chucuri,15,2006,0.65,U.S.A.,3,Trinitario,Colombia,3.794,-73.606
Luker,Santander,552,2010,0.65,Colombia,3.5,,Colombia,3.794,-73.606
Manifesto Cacao,Colombia,1331,2014,0.70,Colombia,2.75,,Colombia,3.794,-73.606
Manufaktura Czekolady,Kolumbia,1279,2014,0.85,Poland,3.5,,Colombia,3.794,-73.606
Map Chocolate,Colombia,1610,2015,0.75,U.S.A.,2.75,,Colombia,3.794,-73.606
Martin Mayer,Tumaco,1836,2016,0.74,Austria,3.25,,Colombia,3.794,-73.606
Mita,Tumaco,955,2012,0.65,Colombia,2.5,,Colombia,3.794,-73.606
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,0.70,Ecuador,4,,Colombia,3.794,-73.606
Pralus,Colombie,40,2006,0.75,France,3.5,Trinitario,Colombia,3.794,-73.606
Santander (Compania Nacional),Colombian 2008,404,2009,0.75,Colombia,2.75,Forastero (Nacional),Colombia,3.794,-73.606
Santander (Compania Nacional),Colombian w/ nibs,414,2009,0.70,Colombia,3,Forastero (Nacional),Colombia,3.794,-73.606
Santander (Compania Nacional),Colombian Semi Dark,32,2006,0.53,Colombia,2,Forastero (Nacional),Colombia,3.794,-73.606
Santander (Compania Nacional),Colombian,32,2006,0.65,Colombia,3,Forastero (Nacional),Colombia,3.794,-73.606
Santander (Compania Nacional),Colombian Dark,32,2006,0.70,Colombia,4,Forastero (Nacional),Colombia,3.794,-73.606
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,0.68,Italy,3,"Criollo, Trinitario",Colombia,3.794,-73.606
Tablette (aka Vanillabeans),Colombia,1450,2015,0.70,Japan,3,,Colombia,3.794,-73.606
Willie's Cacao,Los Llanos,1848,2016,0.70,U.K.,4,,Colombia,3.794,-73.606
Willie's Cacao,Los Llanos,1227,2014,0.88,U.K.,3,Trinitario,Colombia,3.794,-73.606
Sacred,Midnight,813,2012,0.83,U.S.A.,2.75,,Central and S. America,,
Sacred,Twilight,813,2012,0.69,U.S.A.,3.25,,Central and S. America,,
Videri,Dark,1117,2013,0.90,U.S.A.,3.75,,Central and S. America,,
Videri,Classic,991,2012,0.70,U.S.A.,3.25,,Central and S. America,,
Scharffen Berger,Las Islas,117,2007,0.72,U.S.A.,3,Blend,Carribean(DR/Jam/Tri),,
Bonnat,Trinite,24,2006,0.75,France,3.75,Trinitario,Carribean,15.326572,-76.157227
Olivia,Carribean-Raw,688,2011,0.76,Canada,2,,Carribean,15.326572,-76.157227
Olivia,Carribean,688,2011,0.76,Canada,2.75,,Carribean,15.326572,-76.157227
Olivia,Carribean,688,2011,0.85,Canada,2.75,,Carribean,15.326572,-76.157227
Olivia,Carribean-Raw,688,2011,0.85,Canada,3,,Carribean,15.326572,-76.157227
S.A.I.D.,Arawak,615,2010,0.72,Italy,3.5,,Carribean,15.326572,-76.157227
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,0.75,U.S.A.,3,Blend,Carribean,15.326572,-76.157227
Valrhona,Caraibe,63,2006,0.66,France,3,Trinitario,Carribean,15.326572,-76.157227
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,0.70,Belgium,3.25,Forastero,Cameroon,4.4,12.131
A. Morin,Birmanie,1015,2013,0.70,France,3,,Burma,21.841,96.05
A. Morin,Brazil,1011,2013,0.70,France,3.25,,Brazil,-11.694,-48.978
Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,0.75,Switzerland,2.75,Forastero,Brazil,-11.694,-48.978
AMMA,Catongo,1065,2013,0.75,Brazil,3.25,Forastero (Catongo),Brazil,-11.694,-48.978
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,0.85,Brazil,2.75,Forastero (Parazinho),Brazil,-11.694,-48.978
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,0.50,Brazil,3.75,Forastero (Parazinho),Brazil,-11.694,-48.978
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,0.75,Brazil,3.75,Forastero (Parazinho),Brazil,-11.694,-48.978
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,0.60,Brazil,4,Forastero (Parazinho),Brazil,-11.694,-48.978
Arete,Fazenda Camboa,1534,2015,0.70,U.S.A.,3.5,,Brazil,-11.694,-48.978
Arete,Fazenda Camboa,1602,2015,0.75,U.S.A.,2.75,,Brazil,-11.694,-48.978
Artisan du Chocolat,Brazil Rio Doce,363,2009,0.72,U.K.,1.75,,Brazil,-11.694,-48.978
Bahen & Co.,Bahia,999,2012,0.70,Australia,2.5,,Brazil,-11.694,-48.978
Bar Au Chocolat,Bahia,1554,2015,0.70,U.S.A.,3.5,,Brazil,-11.694,-48.978
Batch,Brazil,1868,2016,0.70,U.S.A.,3.75,,Brazil,-11.694,-48.978
Beehive,"Brazil, Batch 20316",1784,2016,0.80,U.S.A.,2.75,,Brazil,-11.694,-48.978
Bonnat,Kaori,1339,2014,0.75,France,4,,Brazil,-11.694,-48.978
Bonnat,Maragnam,1038,2013,0.75,France,3.5,,Brazil,-11.694,-48.978
Bonnat,Libanio,629,2011,0.75,France,3.75,,Brazil,-11.694,-48.978
Bonnat,Juliana,672,2011,0.75,France,3.5,,Brazil,-11.694,-48.978
Cao,Brazil,1808,2016,0.70,U.S.A.,3.25,Trinitario,Brazil,-11.694,-48.978
Choklat,Brazilian,377,2009,0.70,Canada,3,,Brazil,-11.694,-48.978
Choklat,Brazilian,377,2009,0.80,Canada,3,,Brazil,-11.694,-48.978
Cravve,"Bahia, batch a1213",975,2012,0.65,Australia,3.25,Trinitario,Brazil,-11.694,-48.978
De Mendes,"Nativo, Varzea",1462,2015,0.72,Brazil,3.5,,Brazil,-11.694,-48.978
De Mendes,"Selvagem, Jari",1462,2015,0.65,Brazil,3.5,,Brazil,-11.694,-48.978
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,,Brazil,-11.694,-48.978
Glennmade,Bahia,1672,2015,0.66,U.S.A.,3,"Trinitario, Forastero",Brazil,-11.694,-48.978
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,,Brazil,-11.694,-48.978
Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3,,Brazil,-11.694,-48.978
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,,Brazil,-11.694,-48.978
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,,Brazil,-11.694,-48.978
K'ul,"Bahia, Fazenda Camboa",1852,2016,0.70,U.S.A.,3.75,Forastero,Brazil,-11.694,-48.978
L.A. Burdick (Felchlin),Brazil,891,2012,0.70,U.S.A.,4,,Brazil,-11.694,-48.978
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,0.75,France,3.25,,Brazil,-11.694,-48.978
Lajedo do Ouro,Catongo,927,2012,0.70,Brazil,3.5,Forastero (Catongo),Brazil,-11.694,-48.978
Madre,Brazil,1085,2013,0.70,U.S.A.,3.5,,Brazil,-11.694,-48.978
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,0.70,Sweden,3,,Brazil,-11.694,-48.978
Mission,"Fazenda Camboa, Bahia",1880,2016,0.75,Brazil,3.75,,Brazil,-11.694,-48.978
Mission,"Bahia, Fazenda Venturosa",1626,2015,0.70,Brazil,3.5,Forastero (Parazinho),Brazil,-11.694,-48.978
Nugali,Fazenda Leolinda,1876,2016,0.70,Brazil,3.5,Trinitario (Scavina),Brazil,-11.694,-48.978
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,0.72,Belgium,3,Forastero,Brazil,-11.694,-48.978
Potomac,Bahia,789,2011,0.70,U.S.A.,3.5,,Brazil,-11.694,-48.978
Pralus,"Monte Alegre, Diego Badero",280,2008,0.75,France,3.5,,Brazil,-11.694,-48.978
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,0.75,France,3,Forastero,Brazil,-11.694,-48.978
Q Chocolate,Brazil,1057,2013,0.75,Brazil,3.25,,Brazil,-11.694,-48.978
Q Chocolate,Brazil,1057,2013,0.85,Brazil,3.5,,Brazil,-11.694,-48.978
Q Chocolate,Brazil,1069,2013,0.55,Brazil,2.75,,Brazil,-11.694,-48.978
Q Chocolate,Brazil,1069,2013,0.80,Brazil,3.25,,Brazil,-11.694,-48.978
Q Chocolate,Brazil,935,2012,0.60,Brazil,3,,Brazil,-11.694,-48.978
Q Chocolate,Brazil,935,2012,0.65,Brazil,3.25,,Brazil,-11.694,-48.978
Salgado,Bahia Superior,288,2008,0.70,Argentina,3.5,Forastero,Brazil,-11.694,-48.978
Scharffen Berger,Tome Acu,336,2009,0.68,U.S.A.,3.75,,Brazil,-11.694,-48.978
Silvio Bessone,"Bahia, Scavina",729,2011,0.60,Italy,3.25,Trinitario,Brazil,-11.694,-48.978
Soma,"Bahia Black, batch bra50722.1",1828,2016,0.70,Canada,3.5,Forastero (Parazinho),Brazil,-11.694,-48.978
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,0.68,Switzerland,2.75,Trinitario,Brazil,-11.694,-48.978
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,0.70,Hungary,3.5,Forastero (Parazinho),Brazil,-11.694,-48.978
Tejas,Espada,967,2012,0.70,U.S.A.,2.75,,Brazil,-11.694,-48.978
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,0.70,U.S.A.,3.5,Forastero (Parazinho),Brazil,-11.694,-48.978
Zotter,"Brazil, Mitzi Blue",486,2010,0.65,Austria,3,,Brazil,-11.694,-48.978
A. Morin,Bolivia,797,2012,0.70,France,3.5,,Bolivia,-16.71,-65.183
Altus aka Cao Artisan,CIAAB Coop,1732,2016,0.60,U.S.A.,2.5,,Bolivia,-16.71,-65.183
Altus aka Cao Artisan,Bolivia,1129,2013,0.80,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Altus aka Cao Artisan,Bolivia,1133,2013,0.60,U.S.A.,3,,Bolivia,-16.71,-65.183
Animas,Alto Beni,1852,2016,0.75,U.S.A.,3.5,,Bolivia,-16.71,-65.183
Bellflower,"Alto Beni, Palos Blanco",1804,2016,0.70,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Cao,Bolivia,1808,2016,0.75,U.S.A.,3,,Bolivia,-16.71,-65.183
Castronovo,Bolivia,1101,2013,0.70,U.S.A.,3,Trinitario,Bolivia,-16.71,-65.183
Cello,Bolivia,1251,2014,0.70,U.S.A.,3,,Bolivia,-16.71,-65.183
Chocolate Con Amor,Wild Bolivian,1760,2016,0.70,U.S.A.,2.5,,Bolivia,-16.71,-65.183
Compania de Chocolate (Salgado),Moxos,292,2008,0.72,Argentina,3.25,,Bolivia,-16.71,-65.183
Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,,Bolivia,-16.71,-65.183
DeVries,Bolivian,241,2008,0.80,U.S.A.,2.75,,Bolivia,-16.71,-65.183
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.70,U.S.A.,3.75,,Bolivia,-16.71,-65.183
Dick Taylor,Bolivia,895,2012,0.75,U.S.A.,2.75,,Bolivia,-16.71,-65.183
El Ceibo,"Alto Beni, Covendo Region",709,2011,0.75,Bolivia,3.75,,Bolivia,-16.71,-65.183
El Ceibo,Alto Beni,252,2008,0.71,Bolivia,2.75,,Bolivia,-16.71,-65.183
Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,Switzerland,4,Criollo (Wild),Bolivia,-16.71,-65.183
Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Beniano,Bolivia,-16.71,-65.183
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,"Amazon, ICS",Bolivia,-16.71,-65.183
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3,Beniano,Bolivia,-16.71,-65.183
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,"Amazon, ICS",Bolivia,-16.71,-65.183
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4,Beniano,Bolivia,-16.71,-65.183
Hummingbird,Bolivia,1307,2014,0.70,Canada,3,"Criollo, Trinitario",Bolivia,-16.71,-65.183
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,0.70,Canada,3,"Criollo, Trinitario",Bolivia,-16.71,-65.183
L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,U.S.A.,3,,Bolivia,-16.71,-65.183
Letterpress,Beniamo,1562,2015,0.70,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,-16.71,-65.183
Lillie Belle,Wild Thing,947,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,-16.71,-65.183
Martin Mayer,Alto Beni,1836,2016,0.76,Austria,2.75,,Bolivia,-16.71,-65.183
Meadowlands,Bolivia,1287,2014,0.70,U.S.A.,2.5,,Bolivia,-16.71,-65.183
Middlebury,Alto Beni,887,2012,0.75,U.S.A.,2,Criollo,Bolivia,-16.71,-65.183
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,0.70,Germany,3.5,Criollo,Bolivia,-16.71,-65.183
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,0.66,Switzerland,3.75,,Bolivia,-16.71,-65.183
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,0.68,Switzerland,3.25,,Bolivia,-16.71,-65.183
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,0.70,Canada,3.25,,Bolivia,-16.71,-65.183
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,0.72,Canada,2.75,,Bolivia,-16.71,-65.183
Parliament,Alto Beni,1251,2014,0.70,U.S.A.,3,,Bolivia,-16.71,-65.183
Rogue,"Tranquilidad, Batch 1",1566,2015,0.75,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Rogue,"Silvestre, Batch 7, 2013",1081,2013,0.75,U.S.A.,4,,Bolivia,-16.71,-65.183
Rogue,"Silvestre, Batch 1, 2011",793,2011,0.75,U.S.A.,3,Criollo,Bolivia,-16.71,-65.183
Sirene,Wild Bolivia,1788,2016,0.73,Canada,3.5,,Bolivia,-16.71,-65.183
"Smooth Chocolator, The",Bolivia,1626,2015,0.72,Australia,2.75,,Bolivia,-16.71,-65.183
Solstice,Bolivia,1161,2013,0.70,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Soma,"Alto Beni, Wild Bolivian",676,2011,0.70,Canada,3.5,Nacional,Bolivia,-16.71,-65.183
Sprungli (Felchlin),Alto Beni,1057,2013,0.70,Switzerland,3,Criollo,Bolivia,-16.71,-65.183
Taza,Alto Beni,785,2011,0.87,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Tejas,San Jose,829,2012,0.70,U.S.A.,2.75,,Bolivia,-16.71,-65.183
Tejas,San Jose,971,2012,0.67,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Tocoti,"Wild Bolivian, Jungle Love",927,2012,0.77,U.S.A.,3,Criollo,Bolivia,-16.71,-65.183
twenty-four blackbirds,Palos Blancos,1026,2013,0.75,U.S.A.,2.5,,Bolivia,-16.71,-65.183
Vicuna,Palos Blancos,1470,2015,0.70,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Vicuna,Palos Blancos + nibs,1470,2015,0.70,U.S.A.,3.25,,Bolivia,-16.71,-65.183
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,0.76,U.S.A.,3.5,,Bolivia,-16.71,-65.183
Zokoko,Alto Beni,697,2011,0.68,Australia,3.5,,Bolivia,-16.71,-65.183
Zokoko,"Tranquilidad, Baures",701,2011,0.72,Australia,3.75,,Bolivia,-16.71,-65.183
Zotter,El Ceibo Coop,879,2012,0.90,Austria,3.25,,Bolivia,-16.71,-65.183
Ambrosia,Belize,1494,2015,0.64,Canada,3,Trinitario,Belize,17.108,-88.744
Arete,Maya Mountain,1598,2015,0.70,U.S.A.,3.75,Trinitario,Belize,17.108,-88.744
Belyzium,"Belize south, low fermentation",1768,2016,0.83,Germany,2.75,Trinitario,Belize,17.108,-88.744
Belyzium,Belize south,1768,2016,0.78,Germany,3,Trinitario,Belize,17.108,-88.744
Belyzium,Belize south,1768,2016,0.83,Germany,3.5,Trinitario,Belize,17.108,-88.744
Bisou,Belize,1486,2015,0.86,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Bowler Man,Maya Mountain,1267,2014,0.70,U.S.A.,2.75,Trinitario,Belize,17.108,-88.744
Brasstown aka It's Chocolate,Maya Mountain,1255,2014,0.70,U.S.A.,3.75,Trinitario,Belize,17.108,-88.744
Brazen,Maya Mountain,1518,2015,0.80,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Burnt Fork Bend,Belize,1303,2014,0.72,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4,Trinitario,Belize,17.108,-88.744
Charm School,Maya Mtn,1900,2016,0.70,U.S.A.,3.25,,Belize,17.108,-88.744
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,Germany,3,Trinitario,Belize,17.108,-88.744
Choco Del Sol,Maya Mountain,1407,2014,0.82,Germany,3.25,Trinitario,Belize,17.108,-88.744
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.70,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Dandelion,Maya Mountain,1219,2014,0.70,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Dick Taylor,Belize,955,2012,0.72,U.S.A.,2.75,Trinitario,Belize,17.108,-88.744
Ethereal,Belize,1275,2014,0.80,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Feitoria Cacao,Maya Mountain,1736,2016,0.76,Portugal,2.75,Trinitario,Belize,17.108,-88.744
Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.70,U.S.A.,3.5,,Belize,17.108,-88.744
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.70,U.S.A.,3.25,Amazon,Belize,17.108,-88.744
Isidro,Belize,1279,2014,0.72,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.70,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Just Good Chocolate,Belize,1375,2014,0.70,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Kto,Belize,1422,2014,0.72,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Kto,Belize,1426,2014,0.90,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,0.70,Japan,3,"Trinitario, Criollo",Belize,17.108,-88.744
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.70,U.S.A.,3.25,,Belize,17.108,-88.744
Mast Brothers,Moho River,773,2011,0.70,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Maverick,Maya Mountain,1367,2014,0.70,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Meadowlands,Belize,1287,2014,0.70,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Middlebury,Maya Mountain,1490,2015,0.80,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Middlebury,Belize,1117,2013,0.80,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Moho,"Toledo District, w/ nibs",1026,2013,0.73,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Moho,Toledo District,1030,2013,0.72,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Moho,"Umoho R., Toledo District, San Felipe",607,2010,0.67,U.S.A.,2.75,Trinitario,Belize,17.108,-88.744
Noble Bean aka Jerjobo,Moho Valley,1299,2014,0.75,U.S.A.,3,Trinitario,Belize,17.108,-88.744
organicfair,Maya Mountain,1161,2013,0.74,Canada,2.75,Trinitario,Belize,17.108,-88.744
Palette de Bine,Maya Mtn,1720,2016,0.72,Canada,3,Trinitario,Belize,17.108,-88.744
Ritual,"Toledo District, Maya",1089,2013,0.75,U.S.A.,3.75,Trinitario,Belize,17.108,-88.744
Shark Mountain,"Belize, 2013",1335,2014,0.72,U.S.A.,3.25,"Criollo, Trinitario",Belize,17.108,-88.744
Silvio Bessone,Maya Belize,717,2011,0.67,Italy,3,Criollo,Belize,17.108,-88.744
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,0.70,Australia,3.75,,Belize,17.108,-88.744
Sublime Origins,Moho Valley,1157,2013,0.78,U.S.A.,3.25,Trinitario,Belize,17.108,-88.744
Taza,Belize,1271,2014,0.68,U.S.A.,3,Trinitario,Belize,17.108,-88.744
Terroir,Belize,1478,2015,0.70,U.S.A.,3.75,Trinitario,Belize,17.108,-88.744
Timo A. Meyer,"Belize, med roast",1836,2016,0.72,Germany,3.75,"Trinitario, TCGA",Belize,17.108,-88.744
Violet Sky,Moho River Valley,1458,2015,0.77,U.S.A.,3,"Criollo, Trinitario",Belize,17.108,-88.744
Zak's,"Belize, Batch 2",1578,2015,0.70,U.S.A.,3.5,Trinitario,Belize,17.108,-88.744
Daintree,Goodman Estate,1654,2015,0.70,Australia,2.75,,Australia,-24.578,133.582
Daintree,"Daintree Estates, N. Queensland",785,2011,0.70,Australia,3.25,,Australia,-24.578,133.582
"Smooth Chocolator, The",Australia,1864,2016,0.67,Australia,3.75,,Australia,-24.578,133.582
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,0.74,France,2.75,,"Africa, Carribean, C. Am.",,
Amedei,Nine,111,2007,0.75,Italy,4,Blend,,,
Amedei,Toscano Black,170,2007,0.63,Italy,3.5,Blend,,,
Amedei,Toscano Black,40,2006,0.70,Italy,5,Blend,,,
Amedei,Toscano Black,75,2006,0.66,Italy,4,Blend,,,
Bahen & Co.,Houseblend,1474,2015,0.80,Australia,3.25,,,,
Bahen & Co.,Houseblend,999,2012,0.70,Australia,2.5,Blend,,,
Bernachon,Nature,797,2012,0.55,France,2.75,,,,
Blanxart,Organic Dark,322,2009,0.72,Spain,2.75,,,,
Bonnat,One Hundred,81,2006,1.00,France,1.5,,,,
Burnt Fork Bend,Blend,1303,2014,0.72,U.S.A.,3.25,Blend,,,
C-Amaro,"Lago di Como, Blu",1442,2014,0.70,Italy,3.5,Blend,,,
Chloe Chocolat,Blend No. 1,672,2011,0.70,France,3.5,,,,
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,0.80,U.S.A.,2.5,,,,
Chocovic,Kendari,439,2009,0.60,Spain,3.25,,,,
Chocovic,Tarakan,439,2009,0.75,Spain,3.25,,,,
Chocovic,Maragda,117,2007,0.70,Spain,3,Blend,,,
Cote d' Or (Kraft),Sensations Intense,48,2006,0.70,Belgium,1,,,,
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,0.70,U.S.A.,3.75,,,,
Dolfin (Belcolade),Noir,63,2006,0.70,Belgium,1.5,,,,
Domori,Blend No. 1,272,2008,0.78,Italy,3.5,Blend,,,
Domori,Ilblend,272,2008,0.70,Italy,3.75,Blend,,,
Ethel's Artisan (Mars),Red Vanilla,666,2011,0.62,U.S.A.,2.75,,,,
Felchlin,Supremo- SF,105,2006,0.62,Switzerland,2,,,,
Green & Black's (ICAM),Dark,15,2006,0.70,U.K.,2.5,,,,
Guittard,"Epique, Blend No. 49",1602,2015,0.70,U.S.A.,3.75,,,,
Guittard,Coucher du Soleil,654,2011,0.72,U.S.A.,2.75,,,,
Guittard,Lever du Soleil,654,2011,0.61,U.S.A.,3.25,,,,
Guittard,Onyx,654,2011,0.72,U.S.A.,3.25,,,,
Guittard,Nocturne,387,2009,0.91,U.S.A.,3,,,,
Guittard,Complexite,387,2009,0.70,U.S.A.,3.5,Blend,,,
Guittard,Special Maker Reserve,276,2008,0.64,U.S.A.,3,,,,
Guittard,Quetzalcoatl,147,2007,0.72,U.S.A.,3.5,Blend,,,
Guittard,Tsaranta,93,2006,0.61,U.S.A.,3.5,Blend,,,
Guittard,Semisweet,99,2006,0.61,U.S.A.,3,Blend,,,
Habitual,Campesino w/ nibs,1197,2014,0.74,Canada,2.75,,,,
Habitual,Trinitario,1197,2014,0.70,Canada,3.5,Trinitario,,,
Habitual,Downtown London,1201,2014,0.65,Canada,2.75,,,,
Habitual,Africa meets Latina,1201,2014,0.70,Canada,3,,,,
Habitual,Amazonas,1201,2014,0.80,Canada,3,,,,
Habitual,one hundred,1205,2014,1.00,Canada,2,,,,
Kaoka (Cemoi),Noir,404,2009,0.70,France,2.75,,,,
La Maison du Chocolat (Valrhona),Kuruba,439,2009,0.60,France,3,,,,
La Maison du Chocolat (Valrhona),Orinoco,445,2009,0.60,France,3.75,,,,
Lindt & Sprungli,Excellence (US Version),157,2007,0.85,Switzerland,3,,,,
Marigold's Finest,Cacao Nib Crunch,1808,2016,0.75,Canada,3.25,,,,
Mast Brothers,Madagascar,999,2012,0.72,U.S.A.,2.5,Trinitario,,,
